DUA;Item;Fecha;A�o;Importador;RUC;Regimen;C�digo NCM;Aduana;V�a Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa�s de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN Netos;Kgs. Brutos;Proveedor;Marca;Descripci�n de Mercader�a;Descripci�n para Filtro
118-107537;0753;13/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;29157022;MARITIMA DEL CALLAO;MARITIMO;No disponible;-;No disponible;PUSAN;Corea del Sur;Corea del Sur;3;TONELADAS;3000;KILOGRAMO;0;No disponible;5823.52;1941.17;6037.28;2012.43;182.64;3000;3;3075.88;DOW POLYMERLAND CORP;S/M;ZINC STERATE POWDER                                                                       INSUMO PARA LA FABRICACION DE PRODUCTOS PLASTICOS                                         S/M                                                                                                                                                                                 S/M;ZINC STERATE POWDER                                                                       INSUMO PARA LA FABRICACION DE PRODUCTOS PLASTICOS                                         S/M
118-107537;0753;13/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32064910;MARITIMA DEL CALLAO;MARITIMO;No disponible;-;No disponible;PUSAN;Corea del Sur;Corea del Sur;3;TONELADAS;3000;KILOGRAMO;0;No disponible;4473.52;1491.17;4680.07;1560.02;182.64;3000;3;3075.88;DOW POLYMERLAND CORP;S/M;MASTERBATCH BLACK DP 40                                                                   INSUMO PARA LA FABRICACION DE PRODUCTOS PLASTICOS                                         S/M                                                                                       LOTE Nº 0903312                                                                           S/M;MASTERBATCH BLACK DP 40                                                                   INSUMO PARA LA FABRICACION DE PRODUCTOS PLASTICOS                                         S/M
118-109204;0920;14/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;SAN VICENTE;Chile;Chile;29000;KILOGRAMO;29000;KILOGRAMO;0;No disponible;27174.45;0.94;28759.42;0.99;1245.29;29000;29;29162.05;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-421, F.PRODUCCION: 13/03/09 - F.ESPECIFICACION: 24/01/07               PARA LA INDUSTRIA                                                                         POLIPROPILENO HOMOPOLIMERO PH 1310;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-421, F.PRODUCCION: 13/03/09 - F.ESPECIFICACION: 24/01/07               PARA LA INDUSTRIA
118-109204;0920;14/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;-;No disponible;SAN VICENTE;Chile;Chile;5000;KILOGRAMO;5000;KILOGRAMO;0;No disponible;4685.25;0.94;4958.52;0.99;214.7;5000;5;5027.94;PETROQUIM S.A.;PETROQUIM;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-423, F.PRODUCCION: 19/04/09 - F.ESPECIFICACION: 24/01/07               PARA LA INDUSTRIA                                                                         POLIPROPILENO HOMOPOLIMERO PH 2615;POLIPROPILENO HOMOPOLIMERO, PETROQUIM, S/M                                                EN KILOS / LOTE: L-423, F.PRODUCCION: 19/04/09 - F.ESPECIFICACION: 24/01/07               PARA LA INDUSTRIA
118-118436;1843;26/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;17.5;TONELADAS;17500;KILOGRAMO;0;No disponible;16712.5;955;17901.4;1022.94;980;17500;17.5;17590;GEOCHEM INTERNATIONAL LLC;PETROTHENE;POLIETILENO DE ALTA DENSIDAD                                                              LOTE:MT19032912/ 700 BOLSAS, GRADO:H5618 HDPE                                             S/M                                                                                       HIGH DENSITY POLYETHYLENE                                                                 PETROTHENE;POLIETILENO DE ALTA DENSIDAD                                                              LOTE:MT19032912/ 700 BOLSAS, GRADO:H5618 HDPE                                             S/M
118-119250;1925;27/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;4;TONELADAS;4000;KILOGRAMO;0;No disponible;3820;955;4091.77;1022.94;224.02;4000;4;4021;GEOCHEM INTERNATIONAL CORPORATION;PETROTHENE;POLIETILENO DE ALTA DENSIDAD                                                              GRADO: LH735-000                                                                          S/M                                                                                       LOTE Nº CB19040703 / 160 BOLSAS                                                           PETROTHENE;POLIETILENO DE ALTA DENSIDAD                                                              GRADO: LH735-000                                                                          S/M
118-119250;1925;27/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;-;No disponible;HOUSTON;Estados Unidos;Estados Unidos;13.5;TONELADAS;13500;KILOGRAMO;0;No disponible;13122;972;14042;1040.15;755.97;13500;13.5;13569;GEOCHEM INTERNATIONAL CORPORATION;PETROTHENE;POLIETILENO LINEAL DE BAJA DENSIDAD                                                       GRADO: GA574-189                                                                          S/M                                                                                       LOTE: MI69032361 / 540 BOLSAS                                                             PETROTHENE;POLIETILENO LINEAL DE BAJA DENSIDAD                                                       GRADO: GA574-189                                                                          S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;5875;KILOGRAMO;5875;KILOGRAMO;0;No disponible;5170;0.88;5654.51;0.96;406.96;5875;5.875;5919.75;SHUN TUNG BROTHERS COMPANY;S/M;OXIDO DE HIERRO AMARILLO 313                                                                                                                                                        S/M                                                                                       IRON OXIDE YELLOW 313                                                                     S/M;OXIDO DE HIERRO AMARILLO 313                                                                                                                                                        S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;300;KILOGRAMO;300;KILOGRAMO;0;No disponible;2100;7;2147.03;7.16;20.78;300;0.3;302.28;SHUN TUNG BROTHERS COMPANY;S/M;PERMANENT ORANGE G P.O. 13                                                                                                                                                          S/M                                                                                       PIGMENTOS COLORANTES                                                                      S/M;PERMANENT ORANGE G P.O. 13                                                                                                                                                          S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32062000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;500;KILOGRAMO;500;KILOGRAMO;0;No disponible;1200;2.4;1249.63;2.5;34.63;500;0.5;503.81;SHUN TUNG BROTHERS COMPANY;S/M;LEMON CHROME YELLOW GR P.Y.34                                                                                                                                                       S/M                                                                                       PIGMENTOS COLORANTES                                                                      S/M;LEMON CHROME YELLOW GR P.Y.34                                                                                                                                                       S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;400;KILOGRAMO;400;KILOGRAMO;0;No disponible;3240;8.1;3308.2;8.27;27.7;400;0.4;403.04;SHUN TUNG BROTHERS COMPANY;S/M;BENZIDINE YELLOW GR P.Y. 13                                                                                                                                                         S/M                                                                                       PIGMENTOS COLORANTES                                                                      S/M;BENZIDINE YELLOW GR P.Y. 13                                                                                                                                                         S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;75;KILOGRAMO;75;KILOGRAMO;0;No disponible;420;5.6;430.44;5.74;5.19;75;0.075;75.57;SHUN TUNG BROTHERS COMPANY;S/M;FAST SCARLET BBN P.R. 48:1                                                                                                                                                          S/M                                                                                       PIGMENTOS COLORANTES                                                                      S/M;FAST SCARLET BBN P.R. 48:1                                                                                                                                                          S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32064100;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;5000;KILOGRAMO;5000;KILOGRAMO;0;No disponible;4750;0.95;5155.72;1.03;346.34;5000;5;5038.09;SHUN TUNG BROTHERS COMPANY;S/M;ULTRAMARINE BLUE 462                                                                                                                                                                S/M                                                                                       PIGMENTOS COLORANTES                                                                      S/M;ULTRAMARINE BLUE 462                                                                                                                                                                S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;300;KILOGRAMO;300;KILOGRAMO;0;No disponible;1830;6.1;1873.65;6.25;20.78;300;0.3;302.28;SHUN TUNG BROTHERS COMPANY;S/M;BRILLIANT RED BBC-A P.R 48: 2                                                                                                                                                       S/M                                                                                       PIGMENTOS COLORANTES                                                                      S/M;BRILLIANT RED BBC-A P.R 48: 2                                                                                                                                                       S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28030090;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;300;KILOGRAMO;300;KILOGRAMO;0;No disponible;264;0.88;288.74;0.96;20.78;300;0.3;302.28;SHUN TUNG BROTHERS COMPANY;S/M;CARBON BLACK 220                                                                                                                                                                    S/M                                                                                       CARBON BLACK 220                                                                          S/M;CARBON BLACK 220                                                                                                                                                                    S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28030090;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;200;KILOGRAMO;200;KILOGRAMO;0;No disponible;166;0.83;182.34;0.91;13.85;200;0.2;201.52;SHUN TUNG BROTHERS COMPANY;S/M;CARBON BLACK 330                                                                                                                                                                    S/M                                                                                       CARBON BLACK 330                                                                          S/M;CARBON BLACK 330                                                                                                                                                                    S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;400;KILOGRAMO;400;KILOGRAMO;0;No disponible;3000;7.5;3065.2;7.66;27.7;400;0.4;403.04;SHUN TUNG BROTHERS COMPANY;S/M;PHTHALOCYANINE BLUE BS P.B. 15.1                                                                                                                                                    S/M                                                                                       PIGMENTOS COLORANTES                                                                      S/M;PHTHALOCYANINE BLUE BS P.B. 15.1                                                                                                                                                    S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;500;KILOGRAMO;500;KILOGRAMO;0;No disponible;300;0.6;339.13;0.68;34.63;500;0.5;503.81;SHUN TUNG BROTHERS COMPANY;S/M;OXIDO DE HIRRO NEGRO                                                                      IRON OXIDE BLACK 722                                                                      S/M                                                                                                                                                                                 S/M;OXIDO DE HIRRO NEGRO                                                                      IRON OXIDE BLACK 722                                                                      S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;100;KILOGRAMO;100;KILOGRAMO;0;No disponible;700;7;715.67;7.16;6.92;100;0.1;100.76;SHUN TUNG BROTHERS COMPANY;S/M;PHTHALOCYNINE GREEN  G P.G. 7                                                                                                                                                       S/M                                                                                       PIGMENTOS COLORANTES                                                                      S/M;PHTHALOCYNINE GREEN  G P.G. 7                                                                                                                                                       S/M
118-123093;2309;29/05/2009;2009;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32041700;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;Hong Kong;200;KILOGRAMO;200;KILOGRAMO;0;No disponible;1040;5.2;1066.85;5.33;13.85;200;0.2;201.52;SHUN TUNG BROTHERS COMPANY;S/M;PHTHALOCYANINE BLUE B P.B. 15.0                                                                                                                                                     S/M                                                                                       PIGMENTOS COLORANTES                                                                      S/M;PHTHALOCYANINE BLUE B P.B. 15.0                                                                                                                                                     S/M
