DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN Netas;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
118-348612;0002;21/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02260-20;HLCUBSC2009BMTG8;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;23911.07;0.97;25509.95;1.03;1300;24750;24.75;25133.33;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO BAJA DENSIDAD DOW 586 A 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOW LDPE 586A BATCH NÂº: D002K8M413;POLIETILENO BAJA DENSIDAD DOW 586 A 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOW LDPE 586A BATCH NÂº: D002K8M413
118-348612;0003;21/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02260-20;HLCUBSC2009BMTG8;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;21936.11;0.89;23510.31;0.95;1300;24750;24.75;25133.33;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204J8202F;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204J8202F
118-368182;0001;03/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02409-20;MEDUPR783754;ANTWERPEN;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;39.6;BUL;25173.25;1.02;26797.16;1.08;1309.25;24750;24.75;25157.5;SAUDI BASIC INDUSTRIES CORPORATION  SABIC;SABIC;POLIETILENO ALTA DENSIDAD SABIC B5421 25 KG U. (990 UNITS) PARA USO INDUSTRIAL SABIC HDPE B5421 BATCH NÂº: 0080603D18;POLIETILENO ALTA DENSIDAD SABIC B5421 25 KG U. (990 UNITS) PARA USO INDUSTRIAL SABIC HDPE B5421 BATCH NÂº: 0080603D18
118-368182;0002;03/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02409-20;MEDUPR783754;ANTWERPEN;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;25173.25;1.02;26797.16;1.08;1309.25;24750;24.75;25157.5;SAUDI BASIC INDUSTRIES CORPORATION  SABIC;SABIC;POLIETILENO ALTA DENSIDAD SABIC B5421 25 KG U. (990 UNITS) PARA USO INDUSTRIAL SABIC HDPE B5421 BATCH NÂº: 0080603D17;POLIETILENO ALTA DENSIDAD SABIC B5421 25 KG U. (990 UNITS) PARA USO INDUSTRIAL SABIC HDPE B5421 BATCH NÂº: 0080603D17
118-368182;0003;03/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02409-20;MEDUPR783754;ANTWERPEN;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;25173.25;1.02;26797.16;1.08;1309.25;24750;24.75;25157.5;SAUDI BASIC INDUSTRIES CORPORATION  SABIC;SABIC;POLIETILENO ALTA DENSIDAD SABIC B5421 25 KG U. (990 UNITS) PARA USO INDUSTRIAL SABIC HDPE B5421 BATCH NÂº: 0080603D17;POLIETILENO ALTA DENSIDAD SABIC B5421 25 KG U. (990 UNITS) PARA USO INDUSTRIAL SABIC HDPE B5421 BATCH NÂº: 0080603D17
118-368182;0004;03/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02409-20;MEDUPR783754;ANTWERPEN;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;25173.25;1.02;26797.16;1.08;1309.25;24750;24.75;25157.5;SAUDI BASIC INDUSTRIES CORPORATION  SABIC;SABIC;POLIETILENO ALTA DENSIDAD SABIC B5421 25 KG U. (990 UNITS) PARA USO INDUSTRIAL SABIC HDPE B5421 BATCH NÂº: 0080603D17;POLIETILENO ALTA DENSIDAD SABIC B5421 25 KG U. (990 UNITS) PARA USO INDUSTRIAL SABIC HDPE B5421 BATCH NÂº: 0080603D17
118-378421;0001;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;RTM1026039;BARCELONA;Espanha;Suíça;24750;KG;24750;KILOGRAMO;9.9;BUL;56672.5;2.29;58870.9;2.38;1490;24750;24.75;25170;DOW EUROPE GMBHC/O CHEMIPRATS SLC/ GRANIT 24E-4300;DOW;POLYOLEFIN DOW AFFINITY 1881 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL AFFINITY PL 1881G POLYOLEFIN PLASTOMER 00000239549 //  PRECIO UNITARIO SEGUN F/C = 2.35 USD/1KG;POLYOLEFIN DOW AFFINITY 1881 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL AFFINITY PL 1881G POLYOLEFIN PLASTOMER 00000239549 //  PRECIO UNITARIO SEGUN F/C = 2.35 USD/1KG
118-378731;0001;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZRH9;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;19.8;BUL;23417.09;0.95;24684.8;1;975;24750;24.75;25135;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K8702A;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K8702A
118-378731;0002;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZRH9;HOUSTON;Estados Unidos;Estados Unidos;18250;KG;18250;KILOGRAMO;0;BUL;17267.15;0.95;18201.92;1;718.93;18250;18.25;18533.88;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG 730 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K7302B;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG 730 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K7302B
118-378731;0003;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZRH9;HOUSTON;Estados Unidos;Estados Unidos;6500;KG;6500;KILOGRAMO;0;BUL;6814.41;1.05;7155.65;1.1;256.06;6500;6.5;6601.11;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DOW 132I 260 UNIDADES (25 KG) PARA USO INDUSTRIAL LDPE 132I BATCH NÂº: D974K8N35B;POLIETILENO DOW 132I 260 UNIDADES (25 KG) PARA USO INDUSTRIAL LDPE 132I BATCH NÂº: D974K8N35B
118-379204;0001;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZRS0;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;21734.65;0.88;23031.33;0.93;1025;24750;24.75;25172;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DOW 2645G 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX 2645G LLDPE LOTE NÂº: B625K9T43A;POLIETILENO DOW 2645G 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX 2645G LLDPE LOTE NÂº: B625K9T43A
118-379204;0002;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZRS0;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;22684.8;0.92;23993.36;0.97;1025;24750;24.75;25172;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW 17450N 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL DOW 17450N HDPE LOTE NÂº: D204K7S02G;POLIETILENO DE ALTA DENSIDAD DOW 17450N 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL DOW 17450N HDPE LOTE NÂº: D204K7S02G
118-379204;0003;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZRS0;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;22684.8;0.92;23993.36;0.97;1025;24750;24.75;25172;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K8702A;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K8702A
118-379204;0004;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZRS0;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;22684.8;0.92;23993.36;0.97;1025;24750;24.75;25172;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K8702A;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K8702A
118-379204;0005;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZRS0;HOUSTON;Estados Unidos;Estados Unidos;11250;KG;11250;KILOGRAMO;0;Não disponível;10311.28;0.92;10906.08;0.97;465.9;11250;11.25;11441.81;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW 17450N 25 KG BAG (450 BAGS) PARA USO INDUSTRIAL DOW 17450N HDPE LOTE NÂº: D204K7S02G;POLIETILENO DE ALTA DENSIDAD DOW 17450N 25 KG BAG (450 BAGS) PARA USO INDUSTRIAL DOW 17450N HDPE LOTE NÂº: D204K7S02G
118-379204;0006;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZRS0;HOUSTON;Estados Unidos;Estados Unidos;13500;KG;13500;KILOGRAMO;0;Não disponível;13150.92;0.97;13874.39;1.03;559.09;13500;13.5;13730.18;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DOW TG2085B 25 KG BAG 540 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX TG2085B LLDPE LOTE NÂº: D204K7201D;POLIETILENO DOW TG2085B 25 KG BAG 540 BAGS/PALLET PARA USO INDUSTRIAL DOWLEX TG2085B LLDPE LOTE NÂº: D204K7201D
118-379224;0001;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZWB6;HOUSTON;Estados Unidos;Estados Unidos;12625;KG;12625;KILOGRAMO;0;Não disponível;11602.58;0.92;12270.46;0.97;522.85;12625;12.625;12869.84;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO BAJA LINEAL DOW DNDB-7147 25 KG BAG (505 U) PARA USO INDUSTRIAL DNDB-7147 NT 7 LLDPE BATCH NÂº: D664JBNL1C. D664K2AL1B;POLIETILENO BAJA LINEAL DOW DNDB-7147 25 KG BAG (505 U) PARA USO INDUSTRIAL DNDB-7147 NT 7 LLDPE BATCH NÂº: D664JBNL1C. D664K2AL1B
118-379224;0002;10/11/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02372-20;HLCUBSC2010AZWB6;HOUSTON;Estados Unidos;Estados Unidos;12125;KG;12125;KILOGRAMO;0;Não disponível;12659.92;1.04;13320.31;1.1;502.14;12125;12.125;12360.15;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO BAJA DENSIDAD DOW 586 A 25 KG BAG 485 BAGS/PALLET PARA USO INDUSTRIAL DOW LDPE 586A BATCH NÂº: D002K8O415;POLIETILENO BAJA DENSIDAD DOW 586 A 25 KG BAG 485 BAGS/PALLET PARA USO INDUSTRIAL DOW LDPE 586A BATCH NÂº: D002K8O415
118-425399;0001;10/12/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02732-20;ONEYHANA48703600;HAIPHONG;Vietname;Vietname;49.5;TM;49500;KILOGRAMO;19.8;BUL;17460.16;352.73;24870.3;502.43;7400;49500;49.5;50540;EUROPEAN PLASTIC JOINT STOCK;EUROPLAS;FILLER MASTERBATCH EUROPLAS S/M NUMBER OF BAGS: 1980 (25 KGS/BAG) PARA USO INDUSTRIAL FILLER MASTERBATCH E001 EFPE 1001-1;FILLER MASTERBATCH EUROPLAS S/M NUMBER OF BAGS: 1980 (25 KGS/BAG) PARA USO INDUSTRIAL FILLER MASTERBATCH E001 EFPE 1001-1
118-432639;0001;16/12/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02686-20;HLCUBSC2011BFSI6;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;9.9;BUL;26275;1.06;27628.43;1.12;1025;24750;24.75;25330;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW 17450N 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL DOW 17450N HDPE LOTE NÂº: D204KAR02A;POLIETILENO DE ALTA DENSIDAD DOW 17450N 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL DOW 17450N HDPE LOTE NÂº: D204KAR02A
118-432641;0001;16/12/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02686-20;HLCUBSC2011BESA5;HOUSTON;Estados Unidos;Estados Unidos;22500;KG;22500;KILOGRAMO;18;BUL;26000;1.16;27400;1.22;1075;22500;22.5;22870;UNITCARGO CONTAINER LINE. INC. ON;ASIA CHEMICAL CORPORATION;POLIETILENO ASIA CHEMICAL CORPORATION HDPE AC5502 25 KG BAG (900 BAGS) PARA USO INDUSTRIAL AC5502 HDPE BATCH NÂº: 11-12008-10. MARCA: ASIA CHEMICAL CORPORATION.INC;POLIETILENO ASIA CHEMICAL CORPORATION HDPE AC5502 25 KG BAG (900 BAGS) PARA USO INDUSTRIAL AC5502 HDPE BATCH NÂº: 11-12008-10. MARCA: ASIA CHEMICAL CORPORATION.INC
118-432641;0002;16/12/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02686-20;HLCUBSC2011BESA5;HOUSTON;Estados Unidos;Estados Unidos;22500;KG;22500;KILOGRAMO;0;BUL;26000;1.16;27400;1.22;1075;22500;22.5;22950;UNITCARGO CONTAINER LINE. INC. ON;ASIA CHEMICAL CORPORATION;POLIETILENO ASIA CHEMICAL CORPORATION HDPE AC5502 25 KG BAG (900 BAGS) PARA USO INDUSTRIAL AC5502 HDPE BATCH NÂº: 11-12008-10. 11-12008-8. MARCA: ASIA CHEMICAL CORPORATION.INC;POLIETILENO ASIA CHEMICAL CORPORATION HDPE AC5502 25 KG BAG (900 BAGS) PARA USO INDUSTRIAL AC5502 HDPE BATCH NÂº: 11-12008-10. 11-12008-8. MARCA: ASIA CHEMICAL CORPORATION.INC
118-452409;0001;29/12/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02929-20;ONEYHANA51832300;HAIPHONG;Vietname;Vietname;49.5;TM;49500;KILOGRAMO;19.8;BUL;18862.36;381.06;24913.3;503.3;6040.8;49500;49.5;50560;EUROPEAN PLASTIC JOINT STOCK;EUROPLAS;FILLER MASTERBATCH EUROPLAS S/M PARA USO INDUSTRIAL PARA USO INDUSTRIAL FILLER MASTERBATCH E001 EFPE 1001-1;FILLER MASTERBATCH EUROPLAS S/M PARA USO INDUSTRIAL PARA USO INDUSTRIAL FILLER MASTERBATCH E001 EFPE 1001-1
118-037010;0001;28/01/2021;2021;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;OTROS;MEDITERRANEAN SHIPPING CO;00150-21;ONEYHANA59976600;HAIPHONG;Vietnam;No Declarado;9.5;TM;49500;KILOGRAMO;0;No disponible;18162.36;1911.83;24913.32;2622.45;6740.8;49500;49.5;580;EUROPEAN PLASTIC JOINT STOCK;No disponible;FILLER MASTERBATCH EUROPLAS S/M FILLER MASTERBATCH NUMBER OF BAGS: 1980 (25 KGS/BAG) PARA USO INDUSTRIAL E001 EFPE 1001-1;FILLER MASTERBATCH EUROPLAS S/M FILLER MASTERBATCH NUMBER OF BAGS: 1980 (25 KGS/BAG) PARA USO INDUSTRIAL E001 EFPE 1001-1
118-054458;0001;11/02/2021;2021;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;OTROS;TRABAJOS MARITIMOS S.A.;00299-21;HLCUBSC2012BTVH6;HOUSTON;Estados Unidos;No Declarado;4750;KG;24750;KILOGRAMO;0;No disponible;26027.5;5.48;27377.84;5.76;1025;24750;24.75;5240;UNITCARGO CONTAINER LINE, INC. ON;No disponible;POLIETILENO DE ALTA DENSIDAD DOW 17450N DOW 17450N HDPE 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL LOTE NÂ°: D204KBN02E;POLIETILENO DE ALTA DENSIDAD DOW 17450N DOW 17450N HDPE 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL LOTE NÂ°: D204KBN02E
118-054882;0001;11/02/2021;2021;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;OTROS;TRABAJOS MARITIMOS S.A.;00299-21;HLCUBSC2012AQLT7;HOUSTON;Estados Unidos;Estados Unidos;4750;KG;24750;KILOGRAMO;0;No disponible;25780;5.43;27127.25;5.71;1025;24750;24.75;5240;UNITCARGO CONTAINER LINE, INC. ON;No disponible;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 DOWLEX IP-10262 HDPE 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL LOTE NÂ°: D204K8U02B;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 DOWLEX IP-10262 HDPE 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL LOTE NÂ°: D204K8U02B
118-054882;0002;11/02/2021;2021;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;OTROS;TRABAJOS MARITIMOS S.A.;00299-21;HLCUBSC2012AQLT7;HOUSTON;Estados Unidos;No Declarado;4750;KG;24750;KILOGRAMO;0;No disponible;25780;5.43;27127.25;5.71;1025;24750;24.75;5240;UNITCARGO CONTAINER LINE, INC. ON;No disponible;POLIETILENO DE ALTA DENSIDAD DOW 17450N DOW 17450N HDPE 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL LOTE NÂ°: D204KAR02A;POLIETILENO DE ALTA DENSIDAD DOW 17450N DOW 17450N HDPE 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL LOTE NÂ°: D204KAR02A
118-054883;0001;11/02/2021;2021;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;OTROS;TRABAJOS MARITIMOS S.A.;00299-21;HLCUBSC2012ARBN4;HOUSTON;Estados Unidos;No Declarado;4750;KG;24750;KILOGRAMO;0;No disponible;27141.25;5.71;28505.52;6;1025;24750;24.75;5240;UNITCARGO CONTAINER LINE, INC. ON;No disponible;POLIETILENO BAJA DENSIDAD DOW 586 A DOW LDPE 586A 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL BATCH NÂ°: D002KB8414;POLIETILENO BAJA DENSIDAD DOW 586 A DOW LDPE 586A 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL BATCH NÂ°: D002KB8414
118-065821;0001;18/02/2021;2021;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00341-21;ONEYHANA68358700;HAIPHONG;Vietnam;Vietnam;24.75;TM;24750;KILOGRAMO;0;No disponible;7281.18;294.19;12471.7;503.91;5185.45;24750;24.75;25419;EUROPEAN PLASTIC JOINT STOCK;EUROPLAS;FILLER MASTERBATCH EUROPLAS S/M NUMBER OF BAGS: 990 (25 KGS/BAG) PARA USO INDUSTRIAL FILLER MASTERBATCH E001 EFPE 1001-1;FILLER MASTERBATCH EUROPLAS S/M NUMBER OF BAGS: 990 (25 KGS/BAG) PARA USO INDUSTRIAL FILLER MASTERBATCH E001 EFPE 1001-1
118-074608;0001;24/02/2021;2021;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00347-21;HLCUBSC2101BQBB0;HOUSTON;Estados Unidos;Estados Unidos;22.5;TM;22500;KILOGRAMO;0;No disponible;30312.75;1347.23;31237.5;1388.33;891;22500;22.5;22950;UNITCARGO CONTAINER LINE, INC. ON;ASIA CHEMICAL CORPORATION;POLIETILENO ASIA CHEMICAL CORPORATION HDPE AC5502 25 KG BAG (900 BAGS) PARA USO INDUSTRIAL HDPE AC5502 BATCH NÂº: 11-12069-7, 11-12069-5, MARCA: ASIA CHEMICAL CORPORATION,INC;POLIETILENO ASIA CHEMICAL CORPORATION HDPE AC5502 25 KG BAG (900 BAGS) PARA USO INDUSTRIAL HDPE AC5502 BATCH NÂº: 11-12069-7, 11-12069-5, MARCA: ASIA CHEMICAL CORPORATION,INC
118-074665;0001;24/02/2021;2021;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00347-21;HLCUBO2210203087;CARTAGENA;Estados Unidos;Colombia;22500;KG;22500;KILOGRAMO;0;No disponible;52176;2.32;53602.2;2.38;774;22500;22.5;22837.5;DOW QUIMICA DE COLOMBIA S.A.;DOW;POLYOLEFIN DOW AFFINITY 1881 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL AFFINITY PL 1881G POLYOLEFIN PLASTOMER 228909;POLYOLEFIN DOW AFFINITY 1881 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL AFFINITY PL 1881G POLYOLEFIN PLASTOMER 228909
118-076510;0002;25/02/2021;2021;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00347-21;HLCUBSC2101BSRF1;HOUSTON;Estados Unidos;Estados Unidos;13000;KG;13000;KILOGRAMO;0;No disponible;12199.27;0.94;12890.14;0.99;538.38;13000;13;13257.37;UNITCARGO CONTAINER LINE, INC. ON;SAMARLEN;POLIETILENO DE BAJA DENSIDAD SAMARLEN LH 1019C 520 UNIDADES (25 KG) PARA USO INDUSTRIAL LH 1019C LLDPE BATCH NÂº: Q0812200162;POLIETILENO DE BAJA DENSIDAD SAMARLEN LH 1019C 520 UNIDADES (25 KG) PARA USO INDUSTRIAL LH 1019C LLDPE BATCH NÂº: Q0812200162
118-076510;0001;25/02/2021;2021;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00347-21;HLCUBSC2101BSRF1;HOUSTON;Estados Unidos;Estados Unidos;11750;KG;11750;KILOGRAMO;0;No disponible;11987.53;1.02;12623.99;1.07;486.61;11750;11.75;11982.62;UNITCARGO CONTAINER LINE, INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW DMDA 6200 470 UNIDADES (25 KG) PARA USO INDUSTRIAL DMDA-6200 NT 7 HDPE BATCH NÂº: D625KCD112;POLIETILENO DE ALTA DENSIDAD DOW DMDA 6200 470 UNIDADES (25 KG) PARA USO INDUSTRIAL DMDA-6200 NT 7 HDPE BATCH NÂº: D625KCD112
