DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN Netas;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
118-141411;0001;30/04/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01024-20;NAM9248522;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;23432.68;0.95;25060.58;1.01;1335;24750;24.75;25205.71;UNITCARGO CONTAINER LINE. INCC/OSM RESINAS AMERICA;DOW;POLIETILENO DOW 132I 990 UNIDADES (25 KG) PARA USO INDUSTRIAL LDPE 132I BATCH NÂº: D974K1O43B;POLIETILENO DOW 132I 990 UNIDADES (25 KG) PARA USO INDUSTRIAL LDPE 132I BATCH NÂº: D974K1O43B
118-141411;0002;30/04/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01024-20;NAM9248522;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;21768.96;0.88;23376.07;0.94;1335;24750;24.75;25205.71;UNITCARGO CONTAINER LINE. INCC/OSM RESINAS AMERICA;DOW;POLIETILENO DE ALTA DENSIDAD DOW DMDA 6200 990 UNIDADES (25 KG) PARA USO INDUSTRIAL DMDA-6200 NT 7 HDPE BATCH NÂº: D625K1S113;POLIETILENO DE ALTA DENSIDAD DOW DMDA 6200 990 UNIDADES (25 KG) PARA USO INDUSTRIAL DMDA-6200 NT 7 HDPE BATCH NÂº: D625K1S113
118-141411;0003;30/04/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01024-20;NAM9248522;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;21768.96;0.88;23376.07;0.94;1335;24750;24.75;25205.71;UNITCARGO CONTAINER LINE. INCC/OSM RESINAS AMERICA;DOW;POLIETILENO DE ALTA DENSIDAD DOW DMDA 6200 990 UNIDADES (25 KG) PARA USO INDUSTRIAL DMDA-6200 NT 7 HDPE BATCH NÂº: D625K1S113;POLIETILENO DE ALTA DENSIDAD DOW DMDA 6200 990 UNIDADES (25 KG) PARA USO INDUSTRIAL DMDA-6200 NT 7 HDPE BATCH NÂº: D625K1S113
118-141411;0004;30/04/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01024-20;NAM9248522;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;21768.96;0.88;23376.07;0.94;1335;24750;24.75;25205.71;UNITCARGO CONTAINER LINE. INCC/OSM RESINAS AMERICA;DOW;POLIETILENO DE ALTA DENSIDAD DOW DMDA 6200 990 UNIDADES (25 KG) PARA USO INDUSTRIAL DMDA-6200 NT 7 HDPE BATCH NÂº: D625K1S113. D625K1U104;POLIETILENO DE ALTA DENSIDAD DOW DMDA 6200 990 UNIDADES (25 KG) PARA USO INDUSTRIAL DMDA-6200 NT 7 HDPE BATCH NÂº: D625K1S113. D625K1U104
118-141411;0005;30/04/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01024-20;NAM9248522;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;21768.96;0.88;23376.07;0.94;1335;24750;24.75;25205.71;UNITCARGO CONTAINER LINE. INCC/OSM RESINAS AMERICA;DOW;POLIETILENO DE ALTA DENSIDAD DOW DMDA 6200 990 UNIDADES (25 KG) PARA USO INDUSTRIAL DMDA-6200 NT 7 HDPE BATCH NÂº: D625K1U104;POLIETILENO DE ALTA DENSIDAD DOW DMDA 6200 990 UNIDADES (25 KG) PARA USO INDUSTRIAL DMDA-6200 NT 7 HDPE BATCH NÂº: D625K1U104
118-141411;0006;30/04/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01024-20;NAM9248522;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;21323.74;0.86;22925.28;0.93;1335;24750;24.75;25205.71;UNITCARGO CONTAINER LINE. INCC/OSM RESINAS AMERICA;DOW;POLIETILENO DE BAJA DENSIDAD DOW 586A 990 UNIDADES (25 KG) PARA USO INDUSTRIAL LDPE 586A BATCH NÂº: D002JCS411;POLIETILENO DE BAJA DENSIDAD DOW 586A 990 UNIDADES (25 KG) PARA USO INDUSTRIAL LDPE 586A BATCH NÂº: D002JCS411
118-141411;0007;30/04/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01024-20;NAM9248522;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;21323.74;0.86;22925.28;0.93;1335;24750;24.75;25205.71;UNITCARGO CONTAINER LINE. INCC/OSM RESINAS AMERICA;DOW;POLIETILENO DE BAJA DENSIDAD DOW 586A 990 UNIDADES (25 KG) PARA USO INDUSTRIAL LDPE 586A BATCH NÂº: D002JCS411;POLIETILENO DE BAJA DENSIDAD DOW 586A 990 UNIDADES (25 KG) PARA USO INDUSTRIAL LDPE 586A BATCH NÂº: D002JCS411
118-147565;0001;08/05/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01080-20;NAM9250901;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;20055;0.81;21640.68;0.87;1335;24750;24.75;25150;UNITCARGO CONTAINER LINE. INCC/O SM RESINAS AMERIC;DOW;POLIETILENO ALTA INYECCION DOW 17450N 990 UNIDADES (25 KG BAG ) PARA USO INDUSTRIAL 17450N HDPE LOTE NÂº: D204JCH02E. D204K1O02C;POLIETILENO ALTA INYECCION DOW 17450N 990 UNIDADES (25 KG BAG ) PARA USO INDUSTRIAL 17450N HDPE LOTE NÂº: D204JCH02E. D204K1O02C
118-147565;0002;08/05/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01080-20;NAM9250901;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;Não disponível;20055;0.81;21640.68;0.87;1335;24750;24.75;25150;UNITCARGO CONTAINER LINE. INCC/O SM RESINAS AMERIC;DOW;POLIETILENO ALTA INYECCION DOW 17450N 990 UNIDADES (25 KG BAG ) PARA USO INDUSTRIAL 17450N HDPE LOTE NÂº: D204K1O02C;POLIETILENO ALTA INYECCION DOW 17450N 990 UNIDADES (25 KG BAG ) PARA USO INDUSTRIAL 17450N HDPE LOTE NÂº: D204K1O02C
118-169306;0001;04/06/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;01243-20;ONEYHANA15872700;HAIPHONG;Vietname;Vietname;12.37;TM;12375;KILOGRAMO;990;BUL;3972.83;321.17;4741.96;383.34;767.72;12375;12.375;12690;EUROPEAN PLASTIC JOINT STOCK;EUROPLAS;FILLER MASTERBATCH EUROPLAS S/M NUMBER OF BAGS: 495 (25 KGS/BAG) PARA USO INDUSTRIAL FILLER MASTERBATCH E001 EFPE 1001-1;FILLER MASTERBATCH EUROPLAS S/M NUMBER OF BAGS: 495 (25 KGS/BAG) PARA USO INDUSTRIAL FILLER MASTERBATCH E001 EFPE 1001-1
118-169306;0002;04/06/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;01243-20;ONEYHANA15872700;HAIPHONG;Vietname;Vietname;12.37;TM;12375;KILOGRAMO;0;BUL;3866.88;312.6;4635.98;374.78;767.72;12375;12.375;12690;EUROPEAN PLASTIC JOINT STOCK;EUROPLAS;FILLER MASTERBATCH EUROPLAS S/M NUMBER OF BAGS: 495 (25 KGS/BAG) PARA USO INDUSTRIAL FILLER MASTERBATCH E05C EFHD 1005C;FILLER MASTERBATCH EUROPLAS S/M NUMBER OF BAGS: 495 (25 KGS/BAG) PARA USO INDUSTRIAL FILLER MASTERBATCH E05C EFHD 1005C
118-176162;0001;12/06/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01302-20;SEAU830075569;HOUSTON;Estados Unidos;Estados Unidos;1100;KG;1100;KILOGRAMO;5940;BUL;1958;1.78;2422.47;2.2;440;1100;1.1;1113.46;UNITCARGO CONTAINER LINE, INCC OSM RESINAS AMERICA;DOW;ENGAGE 8100 DOW EG8100 20 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL ENGAGE 8100 LOTE NÂº: D206JB92EA;ENGAGE 8100 DOW EG8100 20 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL ENGAGE 8100 LOTE NÂº: D206JB92EA
118-176162;0002;12/06/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01302-20;SEAU830075569;HOUSTON;Estados Unidos;Estados Unidos;23375;KG;23375;KILOGRAMO;0;BUL;16669.44;0.71;17856.49;0.76;978.69;23375;23.375;23661.22;UNITCARGO CONTAINER LINE, INCC OSM RESINAS AMERICA;DOW;POLIETILENO ALTA INYECCION DOW IP 10262 25 KG BAG (935 U) PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K2502B;POLIETILENO ALTA INYECCION DOW IP 10262 25 KG BAG (935 U) PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K2502B
118-176162;0003;12/06/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01302-20;SEAU830075569;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;17649.99;0.71;18906.87;0.76;1036.26;24750;24.75;25053.06;UNITCARGO CONTAINER LINE, INCC OSM RESINAS AMERICA;DOW;POLIETILENO ALTA INYECCION DOW IP 10262 25 KG BAG (990 U) PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K2502B;POLIETILENO ALTA INYECCION DOW IP 10262 25 KG BAG (990 U) PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE LOTE NÂº: D204K2502B
118-176162;0004;12/06/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01302-20;SEAU830075569;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;17649.99;0.71;18906.87;0.76;1036.26;24750;24.75;25053.06;UNITCARGO CONTAINER LINE, INCC OSM RESINAS AMERICA;DOW;POLIETILENO BAJA LINEAL DOW DFDC-7087 NT 7 25 KG BAGS 990 BAGS/PALLET PARA USO INDUSTRIAL DOW DFDC-7087 NT 7 LLDPE LOTE NÂº: D664K4CL1E;POLIETILENO BAJA LINEAL DOW DFDC-7087 NT 7 25 KG BAGS 990 BAGS/PALLET PARA USO INDUSTRIAL DOW DFDC-7087 NT 7 LLDPE LOTE NÂº: D664K4CL1E
118-176162;0005;12/06/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01302-20;SEAU830075569;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;17649.99;0.71;18906.87;0.76;1036.26;24750;24.75;25053.06;UNITCARGO CONTAINER LINE, INCC OSM RESINAS AMERICA;DOW;POLIETILENO BAJA LINEAL DOW DFDC-7087 NT 7 25 KG BAGS 990 BAGS/PALLET PARA USO INDUSTRIAL DOW DFDC-7087 NT 7 LLDPE LOTE NÂº: D664K4CL1E;POLIETILENO BAJA LINEAL DOW DFDC-7087 NT 7 25 KG BAGS 990 BAGS/PALLET PARA USO INDUSTRIAL DOW DFDC-7087 NT 7 LLDPE LOTE NÂº: D664K4CL1E
118-176162;0006;12/06/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01302-20;SEAU830075569;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;17649.99;0.71;18906.87;0.76;1036.26;24750;24.75;25053.06;UNITCARGO CONTAINER LINE, INCC OSM RESINAS AMERICA;DOW;POLIETILENO BAJA DENSIDAD DOW DFDA-7047 NT 7 25 KG BAGS 990 BAGS/PALLET PARA USO INDUSTRIAL DOW DFDA-7047 NT 7 LLDPE LOTE NÂº: D664K46L1I;POLIETILENO BAJA DENSIDAD DOW DFDA-7047 NT 7 25 KG BAGS 990 BAGS/PALLET PARA USO INDUSTRIAL DOW DFDA-7047 NT 7 LLDPE LOTE NÂº: D664K46L1I
118-176162;0007;12/06/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01302-20;SEAU830075569;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;17649.98;0.71;18906.86;0.76;1036.26;24750;24.75;25053.06;UNITCARGO CONTAINER LINE, INCC OSM RESINAS AMERICA;DOW;POLIETILENO BAJA DENSIDAD DOW DFDA-7047 NT 7 25 KG BAGS 990 BAGS/PALLET PARA USO INDUSTRIAL DOW DFDA-7047 NT 7 LLDPE LOTE NÂº: D664K46L1I;POLIETILENO BAJA DENSIDAD DOW DFDA-7047 NT 7 25 KG BAGS 990 BAGS/PALLET PARA USO INDUSTRIAL DOW DFDA-7047 NT 7 LLDPE LOTE NÂº: D664K46L1I
118-217051;0001;23/07/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01570-20;SEAU830077310;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;990;BUL;17536.25;0.71;19045.45;0.77;1290;24750;24.75;25170;UNITCARGO CONTAINER LINE. INCC O SM RESINAS AMERIC;DOW;POLIETILENO ALTA INYECCION DOW IP 10262 25 KG BAG (990 U) PARA USO INDUSTRIAL DOWLEX IP-10262 LOTE NÂº: D204K2502B;POLIETILENO ALTA INYECCION DOW IP 10262 25 KG BAG (990 U) PARA USO INDUSTRIAL DOWLEX IP-10262 LOTE NÂº: D204K2502B
118-260137;0001;24/08/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01812-20;HLCUBSC2007BOUM9;HOUSTON;Estados Unidos;Estados Unidos;11575;KG;11575;KILOGRAMO;990;BUL;8051.72;0.7;8760.35;0.76;607.98;11575;11.575;11744.16;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO ALTA INYECCION DOW IP 10262 25 KG PER BAG // (463 BAGS) PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE BATCH NÂº : D204K2502B;POLIETILENO ALTA INYECCION DOW IP 10262 25 KG PER BAG // (463 BAGS) PARA USO INDUSTRIAL DOWLEX IP-10262 HDPE BATCH NÂº : D204K2502B
118-260137;0002;24/08/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01812-20;HLCUBSC2007BOUM9;HOUSTON;Estados Unidos;Estados Unidos;13175;KG;13175;KILOGRAMO;0;BUL;11146.27;0.85;11977.61;0.91;692.02;13175;13.175;13435.83;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO ALTA INYECCION DOW 17450N 25 KG PER BAG // (527 BAGS) PARA USO INDUSTRIAL HDPE 17450N BATCH NÂº : D204K1O02C;POLIETILENO ALTA INYECCION DOW 17450N 25 KG PER BAG // (527 BAGS) PARA USO INDUSTRIAL HDPE 17450N BATCH NÂº : D204K1O02C
118-295286;0001;16/09/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01838-20;HLCUBSC2008BCGX0;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;9.9;BUL;21470.75;0.87;23039.13;0.93;1300;24750;24.75;25110;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO ALTA INYECCION DOW 17450N 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL DOW 17450N HDPE LOTE NÂº: D204K1O02C;POLIETILENO ALTA INYECCION DOW 17450N 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL DOW 17450N HDPE LOTE NÂº: D204K1O02C
118-312247;0001;28/09/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;38249999;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02058-20;ONEYHANA35320400;HAIPHONG;Vietname;Vietname;24.75;TM;24750;KILOGRAMO;9.9;BUL;8880.9;358.82;9985;403.43;1100;24750;24.75;25420;EUROPEAN PLASTIC JOINT STOCK;EUROPLAS;FILLER MASTERBATCH EUROPLAS S/M NUMBER OF BAGS: 990 (25 KGS/BAG) PARA USO INDUSTRIAL FILLER MASTERBATCH E001 EFPE 1001-1;FILLER MASTERBATCH EUROPLAS S/M NUMBER OF BAGS: 990 (25 KGS/BAG) PARA USO INDUSTRIAL FILLER MASTERBATCH E001 EFPE 1001-1
118-313252;0001;29/09/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39014000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02117-20;HLCUBSC200945088;HOUSTON;Estados Unidos;Estados Unidos;21760;KG;21760;KILOGRAMO;0.32;BUL;31876.31;1.46;33574.76;1.54;1300;21760;21.76;22870;UNITCARGO CONTAINER LINE, INC. ON;WESTLAKE;MXSTEN WESTLAKE CV77525 PLASTOMERO COPOLIMERO DE ETILENO Y ALFA-OLEINA DE BAJA DENSIDAD PARA USO INSDUSTRIAL WESTLAKE MXSTEN CV77525 BATCH NÂº: PE31810565, 32 UNIDADES (680 KG UNID.);MXSTEN WESTLAKE CV77525 PLASTOMERO COPOLIMERO DE ETILENO Y ALFA-OLEINA DE BAJA DENSIDAD PARA USO INSDUSTRIAL WESTLAKE MXSTEN CV77525 BATCH NÂº: PE31810565, 32 UNIDADES (680 KG UNID.)
118-322346;0001;05/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02126-20;HLCUBSC2009AQVR3;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;29.7;BUL;24162.95;0.98;25689.98;1.04;1225;24750;24.75;25236.66;UNITCARGO CONTAINER LINE, INC. ON;DOW;POLIETILENO DOW 132I 990 UNIDADES (25 KG) PARA USO INDUSTRIAL DOW LDPE 132I BATCH NÂº: D002K8P423;POLIETILENO DOW 132I 990 UNIDADES (25 KG) PARA USO INDUSTRIAL DOW LDPE 132I BATCH NÂº: D002K8P423
118-322346;0002;05/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02126-20;HLCUBSC2009AQVR3;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;23927.68;0.97;25451.77;1.03;1225;24750;24.75;25236.66;UNITCARGO CONTAINER LINE, INC. ON;DOW;POLIETILENO BAJA DENSIDAD DOW 586 A 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOW LDPE 586A BATCH NÂº: D002K7A412;POLIETILENO BAJA DENSIDAD DOW 586 A 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOW LDPE 586A BATCH NÂº: D002K7A412
118-322346;0003;05/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02126-20;HLCUBSC2009AQVR3;HOUSTON;Estados Unidos;Estados Unidos;5250;KG;5250;KILOGRAMO;0;BUL;5075.57;0.97;5398.86;1.03;259.84;5250;5.25;5353.23;UNITCARGO CONTAINER LINE, INC. ON;DOW;POLIETILENO BAJA DENSIDAD DOW 503A 25 KG BAG 210 BAGS/PALLET PARA USO INDUSTRIAL DOW LDPE 503A BATCH NÂº: D974K8364B;POLIETILENO BAJA DENSIDAD DOW 503A 25 KG BAG 210 BAGS/PALLET PARA USO INDUSTRIAL DOW LDPE 503A BATCH NÂº: D974K8364B
118-322346;0004;05/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39014000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02126-20;HLCUBSC2009AQVR3;HOUSTON;Estados Unidos;Estados Unidos;14150;KG;14150;KILOGRAMO;0;BUL;12334.74;0.87;13189.27;0.93;700.35;14150;14.15;14428.23;UNITCARGO CONTAINER LINE, INC. ON;DOW;POLIETILENO BAJA DENSIDAD DOW 2685G COPOLIMERO DE ETILENO Y ALFA-OLEINA DE BAJA DENSIDAD PARA USO INDUSTRIAL DOWLEX 2685G LLDPE BATCH NÂº: B625K7317A, B625K7F16B (25 KG BAG 566 BAGS/PALLET);POLIETILENO BAJA DENSIDAD DOW 2685G COPOLIMERO DE ETILENO Y ALFA-OLEINA DE BAJA DENSIDAD PARA USO INDUSTRIAL DOWLEX 2685G LLDPE BATCH NÂº: B625K7317A, B625K7F16B (25 KG BAG 566 BAGS/PALLET)
118-322346;0005;05/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02126-20;HLCUBSC2009AQVR3;HOUSTON;Estados Unidos;Estados Unidos;5350;KG;5350;KILOGRAMO;0;BUL;5238.36;0.98;5568.63;1.04;264.79;5350;5.35;5455.19;UNITCARGO CONTAINER LINE, INC. ON;SAMARLEN;POLIETILENO DE ALTA DENSIDAD SAMARLEN DHF0551 25 KG BAG 214 BAGS/PALLET PARA USO INDUSTRIAL SAMARLEN DHF 0551 BATCH NÂº: C12908200129;POLIETILENO DE ALTA DENSIDAD SAMARLEN DHF0551 25 KG BAG 214 BAGS/PALLET PARA USO INDUSTRIAL SAMARLEN DHF 0551 BATCH NÂº: C12908200129
118-333612;0001;13/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02166-20;HLCUBSC2009AQZB0;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;29.7;BUL;22782.5;0.92;24292.28;0.98;1225;24750;24.75;25010;UNITCARGO CONTAINER LINE, INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG (990 U) PARA USO INDUSTRIAL DOWLEX IP-10262 LOTE NÂº: D204K7302B;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG (990 U) PARA USO INDUSTRIAL DOWLEX IP-10262 LOTE NÂº: D204K7302B
118-333612;0002;13/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02166-20;HLCUBSC2009AQZB0;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;22782.5;0.92;24292.28;0.98;1225;24750;24.75;25010;UNITCARGO CONTAINER LINE, INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG (990 U) PARA USO INDUSTRIAL DOWLEX IP-10262 LOTE NÂº: D204K7302B;POLIETILENO DE ALTA DENSIDAD DOW IP 10262 25 KG BAG (990 U) PARA USO INDUSTRIAL DOWLEX IP-10262 LOTE NÂº: D204K7302B
118-333612;0003;13/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02166-20;HLCUBSC2009AQZB0;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;0;BUL;22782.5;0.92;24292.28;0.98;1225;24750;24.75;25010;UNITCARGO CONTAINER LINE, INC. ON;DOW;POLIETILENO DE ALTA DENSIDAD DOW 17450N 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL DOW 17450N HDPE LOTE NÂº: D204K7S02G;POLIETILENO DE ALTA DENSIDAD DOW 17450N 25 KG BAG (990 BAGS) PARA USO INDUSTRIAL DOW 17450N HDPE LOTE NÂº: D204K7S02G
118-348612;0001;21/10/2020;2020;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02260-20;HLCUBSC2009BMTG8;HOUSTON;Estados Unidos;Estados Unidos;24750;KG;24750;KILOGRAMO;29.7;BUL;23911.07;0.97;25509.95;1.03;1300;24750;24.75;25133.33;UNITCARGO CONTAINER LINE. INC. ON;DOW;POLIETILENO BAJA DENSIDAD DOW 586 A 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOW LDPE 586A BATCH NÂº: D002K8M413;POLIETILENO BAJA DENSIDAD DOW 586 A 25 KG BAG 990 BAGS/PALLET PARA USO INDUSTRIAL DOW LDPE 586A BATCH NÂº: D002K8M413
